lab_name,testcode,name,addnames,paneldetails,panelnames,posttests,preparment,kind,limitations,vessel,color,volume,bloodamount,pretransportconditions,transportconditions,maxtime,addressee,testpurpose,clinicalinfo,method,processingtime,specialdays,outtermonitoring,pricecode,comments
מעבדה המיקרוביולוגית,887086840,Urine culture,תרבית שתן,,,,,שתן,,מבחנת Diaslide‏,-- No Color assigned --,נפח השתן בכלי הסטרילי צריך להיות מספיק על מנת לאפשר טבילת הדיאסלייד,,יש לבצע רחיצה וחיטוי של האזור לפני נתינת השתן. יש למלא בכלי סטרילי שתן מהזרם האמצעי. יש לטבול את הדיאסלייד בשתן ולמשוך את הלשונית הלבנה לכיוון מעלה עד ליציאתה מהדייסליד. את הדייאסלייד יש לשלוח למעבדה ואת הלשונית הלבנה להשליך לפח. הנחיות לגבי לקיחת תרבית במטופלים עם צנתר-ראה נוהל אפידמיולוגי,טמפרטורת החדר,מהר ככל האפשר ולא יעלה על 6 שעות,המעבדה המיקרוביולוגית,גילוי נוכחות חידקים או שמרים‏,, זריעת הדגימה במצעים מתאימים. זיהוי החיידק במכשיר VITEK2 . קביעת רגישות (אנטיביוגרם)  במכשיר אוטמטי VITEK2 ובשיטות ידניות‏. ,ימים 5,"כן, בשעות תורנות וסופי שבוע תעדוף על פי נהלי המעבדה",CAP D,87086,
מעבדה המיקרוביולוגית,887075890,Body fluids culture Anarobic,תרבית נוזלי גוף בבקבוק אנארובי,,,,,נוזלי גוף סטרילים   למעט שתן או נוזל שדרה,,בקבוק תרבית דם פקק כתום‏,orange,"נפח נדרש 10 מ""ל‏",,,טמפרטורת החדר,מהר ככל האפשר ולא יעלה על 12 שעות ,מהשעה 8:00 עד 22:00 למעבדה המיקרוביולוגית          מהשעה 22:00 עד 8:00  למעבדה הדחופה,גילוי נוכחות חידקים או שמרים‏,הזרקה של נפח נוזל קטן / גדול מהמומלץ מוריד את רגישות הבדיקה.   ,מכשיר אוטומטי Bact/Alert‏ להדגרת תרביות דם,ימים 9,"כן, בשעות תורנות וסופי שבוע תעדוף על פי נהלי המעבדה",CAP D,87070,תשובה ראשונית וסופית מתרביות שליליות מדווחת אוטמטית לאחר 48 ו-120 שעות בהתאמה
מעבדה המיקרוביולוגית,887070890,Body fluids culture Aerobic,תרבית נוזלי גוף בבקבוק אארובי,,,,,נוזלי גוף סטרילים   למעט שתן או נוזל שדרה,,בקבוק תרבית דם עם פקק ירוק‏,green,"נפח נדרש 10 מ""ל‏",,,טמפרטורת החדר,מהר ככל האפשר ולא יעלה על 12 שעות ,מהשעה 8:00 עד 22:00 למעבדה המיקרוביולוגית          מהשעה 22:00 עד 8:00  למעבדה הדחופה,גילוי נוכחות חידקים או שמרים‏,הזרקה של נפח נוזל קטן / גדול מהמומלץ מוריד את רגישות הבדיקה.   ,מכשיר אוטומטי Bact/Alert‏ להדגרת תרביות דם,ימים 8,"כן, קליטת דגימות עד השעה 22:00 מדי יום ",CAP D,87070,תשובה ראשונית וסופית מתרביות שליליות מדווחת אוטמטית לאחר 48 ו-120 שעות בהתאמה
מעבדה המיקרוביולוגית,887070890,Bone-Marrow culture,תרבית מח עצם ,,,,,מח עצם,,בקבוק תרביות דם אירובי / פדיאטרי,-- No Color assigned --,"בבקבקוק תרביות דם  אירובי 10 מ""ל בבקבוק פדיאטרי 0.5-4 מ""ל",,,טמפרטורת החדר,מהר ככל האפשר ולא יעלה על 12 שעות,מהשעה 8:00 עד 22:00 למעבדה המיקרוביולוגית          מהשעה 22:00 עד 8:00  למעבדה הדחופה,גילוי נוכחות חידקים ‏או שמרים,הזרקה של נפח  קטן / גדול מהמומלץ מוריד את רגישות הבדיקה.   ,מכשיר אוטומטי Bact/Alert‏ להדגרת תרביות דם,ימים 8,"כן, קליטת דגימות עד השעה 22:00 מדי יום ",CAP D,87070,תשובה ראשונית וסופית מתרביות שליליות מדווחת אוטמטית לאחר 48 ו-120 שעות בהתאמה
המעבדה לפריון הגבר ובנק הזרע,887070000,Semen culture,תרבית זרע,,,,מומלץ להימנע משפיכת זרע 48 שעות,זרע,אין,כוסית שתן סטרילית,-- No Color assigned --,0.2ml ,,טמפ' חדר,טמפ' חדר,שעה ממתן הדגימה,היחידה לפריון הגבר ובנק הזרע,לברר אפשרות של דלקת‏,בדיקה שאותה עוברים נבדקים המבקשים לברר האם התפתחו בסביבת תאי הזרע שלהם מיקרואורגניזמים שונים פתוגנים (חיידקים) ולשם בדיקה אבחונית לגבי קיומה של דלקת הערמונית,הבדיקה מבוצעת במעבדה המיקרוביולוגית,4 ימים,לא,אין,87070,אין
מעבדה המיקרוביולוגית,887045860,Stool culture,תרבית צואה,,,,,צואה,,מבחנה מיועדת לבדיקות צואה עם פקק הברגה,-- No Color assigned --,"נפח נדרש של 2 מ""ל צואה נוזלית / 2 ג' צואה מוצקה",,,טמפרטורת החדר,מהר ככל האפשר ולא יעלה על 12 שעות,המעבדה המיקרוביולוגית,"בדיקת צואה לגילוי החיידקים שיגלה, סלמונלה, קמפילובקטר",,זריעת הדגימה במצעים מתאימים. זיהוי החיידק במכשיר VITEK2 / VITEK MS. קביעת רגישות (אנטיביוגרם)  במכשיר אוטמטי VITEK2 ובשיטות ידניות‏. ,ימים 6,"כן, ימי שישי במשמרת הבוקר",CAP D,87045,כאשר מגיעות מספר דגימות צואה ביום אחד מאותו החולה תבוצע בדיקה אחת בלבד
מעבדה המיקרוביולוגית,887040810,Blood culture Aerobic for adults,תרבית דם ארובית מבוגרים,,,,,דם,,בקבוק תרבית דם עם פקק ירוק‏,green,"נפח נדרש 10 מ""ל‏",,נוהל 'הנחיות ללקיחת תרביות דם' של היחידה למחלות זיהומיות,טמפרטורת החדר,מהר ככל האפשר ולא יעלה על 12 שעות,מהשעה 8:00 עד 22:00 למעבדה המיקרוביולוגית          מהשעה 22:00 עד 8:00  למעבדה הדחופה,גילוי נוכחות חידקים או שמרים‏,הזרקה של נפח דם קטן / גדול מהמומלץ מוריד את רגישות הבדיקה.   ,מכשיר אוטומטי Bact/Alert‏ להדגרת תרביות דם,ימים 8,"כן, בשעות תורנות וסופי שבוע תעדוף על פי נהלי המעבדה",CAP D,87040,תשובה ראשונית וסופית מתרביות שליליות מדווחת אוטמטית לאחר 48 ו-120 שעות בהתאמה
בנק הדם,886920920,Compatibility test,מבחן תאימות (התאמה צולבת),,,,"דם וורידי, אין הוראות מיוחדות נוספות‏",דם,אסור שהדם יהיה המוליטי‏,"מבחנת ספירה גדולה (10מ""ל)‏",violet,"7-10  מ""ל‏",,"טמפרטורת החדר, יש להעביר במיידי למעבדה",טמפרטורת החדר,,בנק הדם,התאמת מנות דם ספציפיות למטופל,.......,הבדיקה מבוצעת על ידי הוספת פלזמת נבדק לדגימת הכדוריות האדומות ממנת הדם המיועדת לעירוי למטופל. לאחר סרכוז של כחצי דקה נבדקת המבחנה האם נצפית הצמתה.,שעה,כן,CAP,86805,
בנק הדם,886905920,Phenotyping,זיהוי אנטיגנים מקב' דם משניות על פני כדוקיות האדומות.,,,,"דם וורידי, אין הוראות מיוחדות נוספות‏",דם,אסור שהדם יהיה המוליטי‏,מבחנת ספירה רגילה‏,violet,"2-3 מ""ל‏",,"טמפרטורת החדר, יש להעביר במיידי למעבדה",טמפרטורת החדר,,בנק הדם,"בדיקת אנטיגנים על פני כדוריות אדומות מיועדת להתאמת מנות דם לחולים עם נוגדנים לקב' דם משניות, לחולים אשר מקבלים עירויי דם תכופים למניעת הווצרות הנוגדנים ובמקרים מיוחדים לבני זוג של נשים בהריון עם נוגדנים לקב' דם משניות.‏",.....,כדוריות האדומות הנבדקות מודגרות עם נוגדנים ספציפיים מסחריים לפרקי זמן שונים בהתאם להוראות היצרן. בתום ההדגרה הן מסורכזות ונצפית האם ישנה הצמתת הכדוריות.‏,2 שעות,כן,CAP,86905,
בנק הדם,886900920,Blood grouping ,Blood typing/ בדיקת סוג דם כולל RH,,,,"דם וורידי, אין הוראות מיוחדות נוספות‏",דם,אסור שהדם יהיה המוליטי‏,"מבחנת ספירה גדולה (10מ""ל)‏",violet,"7-10  מ""ל‏",,טמפרטורת החדר,טמפרטורת החדר,,בנק הדם,בדיקת סוג דם ‏,"בדיקה זו מבוצעת בד""כ יחד עם סקר נוגדנים במקשה אחת, מיועדת בעיקר להתאמת מוצרי דם לנבדק. ‏","הבדיקה מבוצעת במס' שיטות: ידני/אוטמטציה , בידני-  עירבוב הכדוריות האדומות של הנבדק עם נוגדנים ידועים מסחריים + פלזמה של הנבדק עם כדוריות דם מסוג A ו - B ידועים, סרכוז מהיר וקריאת תוצאות ההצמתה. בכרטסיות ג'ל או במכשור האוטומטי -ע""י טיפטוף כדוריות/פלזמה של הנבדק על-גבי כרטיסית סוג וסרכוזה במשך 10 דקות. בחירת שיטה הינה בהתאם לדחיפות המקרה.‏",בשגרה- 2-3 שעות. בחירום- 20 דקות,כן,CAP,86900,
בנק הדם,886880810,Direct Antiglobulin Test,"Direct Coombs/ מבחן אנטי גלובולין ישיר , DAT",,,,"דם וורידי, אין הוראות מיוחדות נוספות‏",דם,דגימת דם חייבת להיות טריה ולהלקח ב - EDTA‏,מבחנת ספירה רגילה‏,violet,"2-3 מ""ל‏",,טמפרטורת החדר,טמפרטורת החדר,,בנק הדם,זיהוי נוגדנים/ חלבוני משלים שקשורים אל פני כדוריות אדומות‏,בדיקה זו מבוצעת בחשד לאנמיה המוליטית. עם זיהוי  תת קבוצות של נוגדן הקשור לכדורית  האדומה,"הבדיקה מבוצעת במס' שיטות: ידנית במבחנות או בכרטסיות ג'ל/אוטומציה (בהתאם למקרה) ע""י הגבה של כדוריות האדומות הנבדקות עם נוגדנים כנגד נוגדנים הומניים (ריאגנט Coombs), מרכיבי הריאקציה מסורכזים ונצפית האם מתרחשת הצמתת כדוריות אדומות.‏",שעה,כן,CAP,86880,
המעבדה המרכזית לביוכימיה קלינית,886803010,anti HCV,,,,,אין ליטול תוספים המכילים ביוטין,"גורמי פנים: דם
גורמי חוץ: סרום",זוהי בדיקת סקר. כל תוצאה חיובית יש לאמת בשיטה נוספת.,מבחנת וקוטיינר עם ג'ל‏,peach," 0.5מ""ל סרום (1 מ""ל דם מלא)‏"," 4 מ""ל סרום (7 מ""ל דם מלא)‏"," 5 ימים בקירור
1 חודש בהקפאה",גורמי פנים: טמפ החדר. גורמי חוץ בקירור,יש לסרכז תוך 24 שעות מלקיחה,מוקד מעבדות,גילוי נוגדנים נגד נגיף הפטיטיס C.‏,אי אפשר ללמוד ממציאות הנוגדנים על אופי  או שלב המחלה. לאימות התוצאה והרחבת האינפורמציה מומלץ לבצע בדיקת HCV-PCR ‏,כמילומיניסצנציה‏,5 שעות,מבוצע 7 ימים בשבוע במשמרת בוקר,CAP,86803,
אימונולוגיה קלינית,886800010,Anti Thyroglobulin Ab's,TG,,,,יש לקחת דם ורידי באמצעות Vacutainer  ‏,דם,,מבחנת וקוטיינר עם ג'ל‏,orange,"0.5 מ""ל נסיוב (2 מ""ל דם מלא)‏","1.5מ""ל נסיוב (3 מ""ל דם מלא)‏","יש לחכות עד קרישה בטמפ' החדר, לסרכז ולשלוח את הסרום למעבדה. באם לא נשלח מיידית יש לשמור את הסרום בקירור עד 7 ימים","מייד אחרי הלקיחה - בטמפ' החדר, לאחר שמירה - בקירור. ",,מוקד מעבדות,מדידה כמותית של נוגדנים בסרום כנגד‏ Thyroglobulin,"As the thyroglobulin is a strong autoantigen it can be found in low titer in healthy people.
Together with Anto TPO Ab's' high titers of TG Ab's are markers for Hashimoto-type chronic autoimmune thyroiditis. 
Also found in Myxedema, Graves disease, Goiter, Thyroid tumors & other polyendocrine disorders


",Automated Elisa,14 ימים,לא,CAP IS,86800,
וירולוגיה וסרולוגיה,886788050,West Nile IgM CSF,קדחת הנילוס המערבי,,,,,CSF,,פקק שחור סטרילית‏,-- No Color assigned --,"  0.5מ""ל נוזל שדרה",,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",המעבדה המיקרוביולוגית,אבחון נוגדני IgM  בנוזל שדרה לנגיף קדחת הנילוס המערבי (WN),,ELISA‏,ימים 24,לא,לא,86789,
וירולוגיה וסרולוגיה,886788010,West Nile IgM Ab,קדחת הנילוס המערבי,,,,,סרום,,מבחנת וקוטיינר עם ג'ל‏,blue,"5מ""ל דם",,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",מוקד מעבדות,אבחון נוגדני IgM  בדם לנגיף קדחת הנילוס המערבי (WN),,ELISA‏,ימים 24,לא,לא,86789,
וירולוגיה וסרולוגיה,886781050,Treponema pallidum haemagglutination (TPHA) ,          עגבת                Syphilis,,,,,נוזל עמוד שדרה,,פקק שחור סטרילית‏,-- No Color assigned --,"  1מ""ל נוזל שדרה",,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",מוקד מעבדות,אבחון נוגדנים למחלת העגבת - סיפיליס,,Hemmagglutination,ימים 10,לא,CAP,86592,
וירולוגיה וסרולוגיה,886781010,Treponema pallidum haemagglutination (TPHA) ,          עגבת                Syphilis,,,,,סרום,,מבחנת וקוטיינר עם ג'ל‏,blue,"5מ""ל דם",,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",מוקד מעבדות,אבחון נוגדנים למחלת העגבת - סיפיליס,,Hemmagglutination,ימים 10,לא,CAP,86592,
וירולוגיה וסרולוגיה,886778010,Toxoplasma IgM Antibodies,,,,,,סרום,,מבחנת וקוטיינר עם ג'ל‏,blue,"5מ""ל דם",,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",מוקד מעבדות,אבחון נוגדני IgM   ל - Toxoplasma‏,,ELISA ‏,ימים 24,לא,CAP,86778,
וירולוגיה וסרולוגיה,886757810,Rickettsia ,MSF - Mediterranean Spotted Fever,806096010,Rickettsia conorrii,,,סרום,,מבחנת וקוטיינר עם ג'ל‏,blue,"5מ""ל דם‏",,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",מוקד מעבדות,אבחון נוגדנים Rickettsia conorrii,,ELISA,ימים 24,לא,לא,87449,
וירולוגיה וסרולוגיה,886757810,Rickettsia,MUT - Murine Typhus,886757010,Rickettsia typhi,,,סרום,,מבחנת וקוטיינר עם ג'ל‏,blue,"5מ""ל דם",,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",מוקד מעבדות,אבחון נוגדנים Rickettsia typhi,,ELISA,ימים 24,לא,לא,87449,
המעבדה המרכזית לביוכימיה קלינית,886709010,Hepatitis A Ab IgM,HAVM,,,,יש להמנע מתוספי מזון המכילים ביוטין 24 שעות לפני הבדיקה,"גורמי פנים: דם
גורמי חוץ: סרום",…..,מבחנת וקוטיינר עם ג'ל‏,Autoaccess blue other Peach,"0.5 מ""ל סרום (1 מ""ל דם מלא)‏","4 מ""ל סרום
 (7 מ""ל דם מלא)‏","7 ימים בקירור
1 חודשים בהקפאה","7 ימים בקירור
1 חודשים בהקפאה",יש לסרכז תוך 24 שעות מלקיחה,מוקד מעבדות,ניטור נבדקים עם הפטיטיס A אקוטי,"הפטיטיס A הוא נגיף מסוג RNA השייך למשפחת נגיפי הפיקורנה. הפטיטיס A היא הסיבה השכיחה ביותר להפטיטיס חריפה, ואינה מתפתחת למחלה כרונית. זהו אנטרוירוס שעובר מן הצואה דרך מזון או מים מזוהמים או דרך נוזלי הגוף. זיהום בהפטיטיס A יוצר חיסון לכל החיים כנגד המחלה.",Chemiluminescent Microparticle Immunoassay,7 ימים,לא,CAP,86709,
המעבדה המרכזית לביוכימיה קלינית,886707010,Hepatitis Be Antibody,HBEA,,,,יש להמנע מתוספי מזון המכילים ביוטין 24 שעות לפני הבדיקה,"גורמי פנים: דם
גורמי חוץ: סרום",.....,מבחנת וקוטיינר עם ג'ל‏,Autoaccess blue other Peach,"0.5 מ""ל סרום (1 מ""ל דם מלא)‏","4 מ""ל סרום
 (7 מ""ל דם מלא)‏","7 ימים בקירור
1 חודשים בהקפאה",גורמי פנים: טמפ החדר. גורמי חוץ בקירור,יש לסרכז תוך 24 שעות מלקיחה,מוקד מעבדות,ניטור נבדקים עם הפטיטיס B כרוני,ניטור נבדקים עם חשש להפטיטיס B כרוני יבווצע בדרך כלל לאחר בירור HBs  משמש לנטר את מהלך המחלה ולהבחין בין שלב ההחלמה לבין שלב התחלואה הראשונית,Chemiluminescent Microparticle Immunoassay,7 ימים,לא,CAP,87350,
המעבדה המרכזית לביוכימיה קלינית,886706010,anti HBs,,,,,אין ליטול תוספים המכילים ביוטין,"גורמי פנים: דם
גורמי חוץ: סרום",תוספים המכילים ביוטין משפיעים על אמינות התוצאה,מבחנת וקוטיינר עם ג'ל‏,peach," 0.5מ""ל סרום (1 מ""ל דם מלא)‏"," 4 מ""ל סרום (7 מ""ל דם מלא)‏"," 7 ימים בקירור
1 חודש בהקפאה",גורמי פנים: טמפ החדר. גורמי חוץ בקירור,יש לסרכז תוך 24 שעות מלקיחה,מוקד מעבדות,גילוי נוגדנים מחסנים (נגד  HBsAg ) נגד נגיף הפטיטיס B‏,"בדיקה לקביעת חיסון כנגד הפטיטיס B.  אצל מי שהיה מחוסן בעבר,  גם אם הערך  10>  תגיב מערכת החיסון בזמן חשיפה לנגיף.‏",כמילומיניסצנציה‏,5 שעות,מבוצע 7 ימים בשבוע במשמרת בוקר,CAP,86706,
המעבדה המרכזית לביוכימיה קלינית,886705010,"Hepatitis B  Core Antobody, IgM",HBCM,,,,יש להמנע מתוספי מזון המכילים ביוטין 24 שעות לפני הבדיקה,"גורמי פנים: דם
גורמי חוץ: סרום",,מבחנת וקוטיינר עם ג'ל‏,Autoaccess blue other Peach,"0.5 מ""ל סרום (1 מ""ל דם מלא)‏","4 מ""ל סרום
 (7 מ""ל דם מלא)‏","7 ימים בקירור
1 חודשים בהקפאה",גורמי פנים: טמפ החדר. גורמי חוץ בקירור,יש לסרכז תוך 24 שעות מלקיחה,מוקד מעבדות,ניטור נבדקים עם חשד להפטיטיס B בשלב האקוטי,"איבחון תחלואה בהפטיטיס B כאשר בדיקות HBsAg ,anti-HBs שליליות ",Chemiluminescent Microparticle Immunoassay,7 ימים,לא,CAP,86705,
המעבדה המרכזית לביוכימיה קלינית,886704010,Hepatitis B Core Total Antibodies,HBCT,,,,יש להמנע מתוספי מזון המכילים ביוטין 24 שעות לפני הבדיקה,"גורמי פנים: דם
גורמי חוץ: סרום",.....,מבחנת וקוטיינר עם ג'ל‏,Autoaccess blue other Peach,"0.5 מ""ל סרום (1 מ""ל דם מלא)‏","4 מ""ל סרום
 (7 מ""ל דם מלא)‏","7 ימים בקירור
1 חודשים בהקפאה",גורמי פנים: טמפ החדר. גורמי חוץ בקירור,יש לסרכז תוך 24 שעות מלקיחה,מוקד מעבדות,ניטור נבדקים שנחשפו/ חלו בפטיטיס B  ,"קביעת הפטיטיס B סמוייה בקרב נבדקים שהחלימו או אובחנו בעבר עם זיהום של הפטיטס ולאח שתוצאות בדיקות anti-hepatitis B surface, anti-hepatitis B core IgM, hepatitis Be antigen, and anti-Hbe התקבלו שליליות. הבדיקה אינה מיועדת לניטור השלב האקוטי של המחלה",Chemiluminescent Microparticle Immunoassay,7 ימים,"לא
 (במקרה של תרומת איברים , קיימת אפשרות לקריאת כונן) ",CAP,86704,
וירולוגיה וסרולוגיה,886664010,Epstein Barr Nuclear Antibodies,,,,,,סרום,,מבחנת וקוטיינר עם ג'ל‏,blue,"5מ""ל דם‏",,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",מוקד מעבדות,אבחון נוגדני EBNA של נגיף EBV,,,ימים 24 ,לא,CAP,86406,
וירולוגיה וסרולוגיה,886645010,CMV IgM Antibodies,,,,,,סרום,,מבחנת וקוטיינר עם ג'ל‏,blue,"5מ""ל דם  ",,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",מוקד מעבדות,אבחון נוגדנים מסוג IgM ל CMV,,ELISA‏,ימים 24,לא,Lab Quality /CAP,86644,
וירולוגיה וסרולוגיה,886593050,VDRL - Venereal disease research laboratory CSF,,,,,,CSF,,פקק שחור סטרילית‏,-- No Color assigned --,"0.5מ""ל ",,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",מוקד מעבדות,בדיקה לאבחון עגבת (סיפיליס)‏.             ,,Agglutination,,לא,CAP,86592,
וירולוגיה וסרולוגיה,886592010,VDRL - Venereal disease research laboratory Blood איכותי,,,,,,סרום,,מבחנת וקוטיינר עם ג'ל‏,blue,"5מ""ל דם",,,קירור,"בהקדם האפשרי , לא יאוחר מ 72 שעות",מוקד מעבדות,בדיקה לאבחון עגבת (סיפיליס)‏.             ,,Agglutination,ימים 10,לא,CAP,86592,
ריאות ואלרגיה,886480810,Quantiferon,Interferon Gamma Releasing Assays,.....,.....,.....,.....,דם פריפרי,In immunocompromised patients the results may be indeterminate בחולים מדוכאי חיסון הבדיקה יכולה להיות לא ניתנת למדידה,מבחנות לית'יום הפארין כנוגד קרישה,ירוק,"5 מ""ל",.....,טמפרטורת החדר,טמפרטורת החדר,10 שעות,מעבדת ריאות,"The QuantiFERON-TB Gold Plus test (QFT-G) is a whole-blood test for use as an aid in diagnosing Mycobacterium tuberculosis infection, including latent tuberculosis infection (LTBI) and tuberculosis (TB) disease.[12] This test was approved by the U.S. Food and Drug Administration (FDA) in 2005. גילוי שחפת חבוייה","‏ In 2001, the QuantiFERON®-TB test (QFT) (manufactured by Cellestis Limited, Carnegie, Victoria, Australia) was approved by the Food and Drug Administration (FDA) as an aid for detecting latent Mycobacterium tuberculosis infection (1). This test is an in vitro diagnostic aid that measures a component of cell-mediated immune reactivity to M. tuberculosis. The test is based on the quantification of interferon-gamma (IFN-) released from sensitized lymphocytes in whole blood incubated overnight with purified protein derivative (PPD) from M. tuberculosis and control antigens. Tuberculin skin testing (TST) has been used for years as an aid in diagnosing latent tuberculosis infection (LTBI) and includes measurement of the delayed type hypersensitivity response 48--72 hours after intradermal injection of PPD. TST and QFT do not measure the same components of the immunologic response and are not interchangeable. Assessment of the accuracy of these tests is limited by lack of a standard for confirming LTBI. As a diagnostic test, QFT 1) requires phlebotomy, 2) can be accomplished after a single patient visit, 3) assesses responses to multiple antigens simultaneously, and 4) does not boost anamnestic immune responses. Compared with TST, QFT results are less subject to reader bias and error. In a CDC-sponsored multicenter trial, QFT and TST results were moderately concordant (overall kappa value = 0.60). The level of concordance was adversely affected by prior bacille Calmette-Guérin (BCG) vaccination, immune reactivity to nontuberculous mycobacteria (NTM), and a prior positive TST (2). In addition to the multicenter study, two other published studies have demonstrated moderate concordance between TST and QFT (3,4). However, one of the five sites involved in the CDC study reported less agreement (5. Limitations of QFT include the need to draw blood and process it within 12 hours after collection and limited laboratory and clinical experience with the assay. The utili ). Since  2015, QIAGEN, Germany is manufacturing the Quantiferon-TB Gold Plus (QFT-Plus), which contains two antigent tubes designed to elicit CD4+ T-helper lympocytes response or to elicit both CD4+ T-helper lympocytes and CD8+ T-helper lympocytes.",ELISA- QuantiFeron TB Gold Plus,עד שבועיים,לא,CAP-QF,L4797,"קבלת דגימות עד לשעה 13:00 בימים ראשון עד רביעי, ובתנאי שגם יום המחרת הינו יום עבודה רגיל."
אימונולוגיה קלינית,886431010,Rheumatoid Factor,RF,,,,יש לקחת דם ורידי באמצעות Vacutainer  ‏,דם,"נסיובים ליפמיים מאוד לא נמדדים ע""י המכשיר‏",מבחנת וקוטיינר עם ג'ל‏,orange,"0.5 מ""ל נסיוב (2 מ""ל דם מלא)‏","1.5מ""ל נסיוב (3 מ""ל דם מלא)‏","יש לחכות עד קרישה בטמפ' החדר, לסרכז ולשלוח את הסרום למעבדה. באם לא נשלח מיידית יש לשמור את הסרום בקירור עד 7 ימים","מייד אחרי הלקיחה - בטמפ' החדר, לאחר שמירה - בקירור. ",,מוקד מעבדות,אבחון של דלקת מפרקים שגרוניתית,"RF is one of the current ACR criteria for Rheumatoid Arthritis (RA)
Can be found in healthy people in low titers higher in elderly people. 
not specific for RA Present in systemic sclerosis, hepatitic c, cryoglobulinemia and SLE.",Nephelometric ,5 ימים,לא,CAP RF,86431,
אימונולוגיה קלינית,886376010,Anti Thyroid Peroxidase Ab's,TPO Microsomal Ab,,,,יש לקחת דם ורידי באמצעות Vacutainer  ‏,דם,,מבחנת וקוטיינר עם ג'ל‏,orange,"0.5 מ""ל נסיוב (2 מ""ל דם מלא)‏","1.5מ""ל נסיוב (3 מ""ל דם מלא)‏","יש לחכות עד קרישה בטמפ' החדר, לסרכז ולשלוח את הסרום למעבדה. באם לא נשלח מיידית יש לשמור את הסרום בקירור עד 7 ימים","מייד אחרי הלקיחה - בטמפ' החדר, לאחר שמירה - בקירור. ",,מוקד מעבדות,מדידה כמותית של נוגדנים כנגד‏ Thyroid peroxidase,"High titers are found in Hashimoto's Thyroiditis in 90% of patients
Detectable also in atrophict hyroiditis & hyperthyroidism.
Low concentrations of TPO Ab's are also found in healthy people especially elderly ones",Automated Elisa,14 ימים,לא,CAP IS,86376,
מעבדה לנגיפים וביולוגיה מולקולרית,886360810,CD4 and CD8 count,ספירת תת-אוכלוסיות לימפוציטים,,,,"peripheral blood taken into EDTA tube
עבור מאושפזים הבדיקה מבוצעת באישור יועץ זיהומי בלבד",דם מלא,יש לבצע עד יום אחד לאחר לקיחת הדם ולשמור את הדם בטמפרטורת החדר,מבחנת ספירה,violet,2 tubes: . One tube of 10ml for FACS analysis and one tube of 5 ml for blood count,10 ml + 5ml,דם מלא טרי  /טמפ חדר,טמפרטורת חדר,טרי מאותו יום," (1): המעבדה לנגיפים וביולוגיה מולקולרית

",לבדוק סטטוס אימונולוגי,,FACS,5 ימים,לא,UK NEQAS,86360,
אימונולוגיה קלינית,886341010,Anti Islet Cell Ab's,IA2,,,,יש לקחת דם ורידי באמצעות Vacutainer  ‏,דם,,מבחנת וקוטיינר עם ג'ל‏,orange,"0.5 מ""ל נסיוב (2 מ""ל דם מלא)‏","1.5מ""ל נסיוב (3 מ""ל דם מלא)‏","יש לחכות עד קרישה בטמפ' החדר, לסרכז ולשלוח את הסרום למעבדה. באם לא נשלח מיידית יש לשמור את הסרום בקירור עד 7 ימים","מייד אחרי הלקיחה - בטמפ' החדר, לאחר שמירה - בקירור. ",,מוקד מעבדות,"אבחון סכרת על בסיס אוטואימוני‏ (IDDM Type 1) ע""י גילוי נוגדנים IA2 + GAD","Islet cell Ab's are associated with ""autoimmune"" endocrine disorders & insulin-dependent diabetes (IDDM). IA2+GAD screen",Elisa‏,21 ימים,לא,NEQAS DM,86341,
אימונולוגיה קלינית,886340010,Anti Intrinsic Factor Ab's,IF,,,,יש לקחת דם ורידי באמצעות Vacutainer  ‏,דם,,מבחנת וקוטיינר עם ג'ל‏,orange,"0.5 מ""ל נסיוב (2 מ""ל דם מלא)‏","1.5מ""ל נסיוב (3 מ""ל דם מלא)‏","יש לחכות עד קרישה בטמפ' החדר, לסרכז ולשלוח את הסרום למעבדה. באם לא נשלח מיידית יש לשמור את הסרום בקירור עד 7 ימים","מייד אחרי הלקיחה - בטמפ' החדר, לאחר שמירה - בקירור. ",,מוקד מעבדות,מדידה כמותית של הנוגדנים בסרום כנגד ‏Intrinrinsic Factor,"Detection of IF Ab's supports thr diagnosis of pernicious anemia as they are detected in 50-70% of patients & are highly specific.
IF is a glycoprotein which formed only in the parietal cells in the stomach. It plays a crucial role in absorption and transport of B12 in the small intestine.",Automated Elisa,14 ימים,לא,IFQ PA,86255,
